time,latitude,longitude,depth,mag,place
2023-02-08T07:50:14.930Z,19.13533401,-155.3748322,29.53000069,2.11999989,"13 km SE of Pāhala, Hawaii"
2023-02-08T07:48:35.710Z,31.6192134,-104.1332049,6.902807617,2,"46 km NW of Toyah, Texas"
2023-02-08T07:48:32.134Z,37.9993,36.4734,10,4.9,"3 km SW of Göksun, Turkey"
2023-02-08T07:47:20.510Z,38.7804985,-122.7649994,0.86,0.75,"1km WNW of The Geysers, CA"
2023-02-08T07:45:01.135Z,59.9236,-152.2606,63,1.9,"29 km NW of Anchor Point, Alaska"
2023-02-08T07:44:28.490Z,41.4963333,-112.1733333,5.6,0.58,"8 km SW of Corinne, Utah"
2023-02-08T07:44:02.610Z,44.7968333,-110.9628333,8.38,-0.15,"Yellowstone National Park, Wyoming"
2023-02-08T07:38:13.020Z,44.0533333,-110.4965,7.03,1.19,"48 km NNE of Kelly, Wyoming"
2023-02-08T07:36:11.477Z,62.9441,-151.2747,105.1,1.4,"56 km NNW of Petersville, Alaska"
2023-02-08T07:35:13.900Z,56.91366667,-158.0638333,3.44,0.56,"34 km E of Port Heiden, Alaska"
2023-02-08T07:34:36.441Z,62.0414,-149.6898,55.9,1.4,"15 km SSE of Susitna North, Alaska"
2023-02-08T07:33:23.120Z,38.7923333,-122.7258333,1.3,2.09,"3km ENE of The Geysers, CA"
2023-02-08T07:30:00.187Z,31.61030086,-103.9692101,7.712609863,2.2,"36 km WSW of Mentone, Texas"
2023-02-08T07:25:47.700Z,44.7978333,-110.9676667,9.19,1.39,"17 km E of Hebgen Lake Estates, Montana"
2023-02-08T07:25:16.972Z,31.61203154,-103.9669314,7.725463867,2.2,"36 km WSW of Mentone, Texas"
2023-02-08T07:24:37.960Z,44.7963333,-110.9693333,9.23,1.51,"17 km E of Hebgen Lake Estates, Montana"
2023-02-08T07:21:47.520Z,34.0616667,-118.9363333,3.21,1.12,"13km WNW of Malibu, CA"
2023-02-08T07:15:03.590Z,53.8645,-166.7775,3.76,-0.72,"15 km W of Dutch Harbor, Alaska"
2023-02-08T07:12:42.280Z,53.86516667,-166.775,7.19,-0.32,"15 km W of Dutch Harbor, Alaska"
2023-02-08T07:11:15.770Z,18.161,-67.989,93.77,3.43,"63 km SE of Punta Cana, Dominican Republic"
2023-02-08T07:09:53.925Z,61.0568,-147.5626,6.7,1.1,"52 km WNW of Tatitlek, Alaska"
2023-02-08T06:53:50.040Z,19.25866667,-155.4126667,32.46,3.07,"9 km NE of Pāhala, Hawaii"
2023-02-08T06:46:13.340Z,58.23466667,-155.1573333,3.36,-0.11,"85 km NNW of Karluk, Alaska"
2023-02-08T06:39:08.410Z,38.83,-122.8156667,2.12,0.45,"8km NW of The Geysers, CA"
2023-02-08T06:39:01.947Z,42.9888,145.3592,53.335,4.4,"41 km SSW of Nemuro, Japan"
2023-02-08T06:27:07.090Z,38.7911682,-122.7210007,3.44,0.78,"3km NW of Anderson Springs, CA"
2023-02-08T06:26:36.255Z,5.6244,-82.6747,10,4.6,"267 km S of Burica, Panama"
2023-02-08T06:19:45.762Z,61.3578,-141.8973,19.5,1.2,"55 km E of McCarthy, Alaska"
2023-02-08T06:15:48.561Z,62.5781,-151.0654,79.9,1.8,"17 km WNW of Petersville, Alaska"
2023-02-08T06:13:11.840Z,38.7938347,-122.7289963,-0.92,0.99,"3km NE of The Geysers, CA"
2023-02-08T06:11:03.941Z,61.1306,-152.0202,101.2,1.8,"48 km W of Tyonek, Alaska"
2023-02-08T06:10:05.440Z,38.7949982,-122.7296677,1.03,1.13,"3km NE of The Geysers, CA"
2023-02-08T06:09:01.827Z,36.3573,36.1303,10,4.4,"6 km NW of Anayazı, Turkey"
2023-02-08T06:08:52.660Z,35.7016667,-117.5566667,8.49,0.65,"14km NE of Ridgecrest, CA"
2023-02-08T06:04:13.181Z,63.128,-150.8813,123,1.5,"62 km SE of Denali National Park, Alaska"
2023-02-08T06:03:42.800Z,44.3741667,-111.1148333,11.77,0.89,Idaho-Montana border region
2023-02-08T06:02:48.260Z,58.24783333,-155.1301667,2.1,-0.7,"85 km NNW of Karluk, Alaska"
2023-02-08T05:56:28.610Z,38.7956657,-122.7304993,0.55,0.89,"3km SSW of Cobb, CA"
2023-02-08T05:56:23.110Z,38.8491669,-122.7795029,1.23,1.12,"6km WNW of Cobb, CA"
2023-02-08T05:54:29.612Z,54.6461,-162.4788,24.3,1.5,"47 km SSW of King Cove, Alaska"
2023-02-08T05:54:05.180Z,38.7956657,-122.7275009,1.31,0.83,"3km S of Cobb, CA"
2023-02-08T05:53:10.000Z,38.7956657,-122.7303314,1.14,1.06,"3km SSW of Cobb, CA"
2023-02-08T05:53:00.740Z,38.8260002,-122.7963333,2.59,0.98,"6km W of Cobb, CA"
2023-02-08T05:52:37.740Z,38.0493,36.6816,10,4.6,Central Turkey
2023-02-08T05:52:21.716Z,31.65903972,-104.411718,6.337231445,2.2,"57 km S of Whites City, New Mexico"
2023-02-08T05:51:48.630Z,38.7955017,-122.7273331,-0.16,0.95,"3km S of Cobb, CA"
2023-02-08T05:51:45.820Z,54.78016667,-163.8683333,-3,0.85,"30 km WSW of False Pass, Alaska"
2023-02-08T05:51:22.810Z,38.7953339,-122.7301636,1.16,1.07,"3km NE of The Geysers, CA"
2023-02-08T05:49:58.170Z,38.793,-122.7225,0.94,1.71,"3km S of Cobb, CA"
2023-02-08T05:49:36.320Z,38.7921667,-122.7253333,1.74,2.37,"3km ENE of The Geysers, CA"
2023-02-08T05:44:40.650Z,33.8243333,-117.003,12.97,0.95,"6km NW of San Jacinto, CA"
2023-02-08T05:44:33.612Z,36.7479,-116.0179,2.7,-0.1,"36 km WNW of Indian Springs, Nevada"
2023-02-08T05:43:16.960Z,19.24383354,-155.4035034,32.79999924,2.03999996,"Island of Hawaii, Hawaii"
2023-02-08T05:40:07.380Z,36.224,-120.33,4.35,1.21,"10km NNE of Coalinga, CA"
2023-02-08T05:36:45.210Z,38.8255005,-122.7956696,2.49,0.7,"6km W of Cobb, CA"
2023-02-08T05:32:03.276Z,51.5184,-175.6341,22.3,1.7,"79 km ESE of Adak, Alaska"
2023-02-08T05:31:44.343Z,63.2378,-151.6468,10.5,1.6,"33 km S of Denali National Park, Alaska"
2023-02-08T05:28:55.050Z,38.8255005,-122.7963333,2.54,1.02,"6km W of Cobb, CA"
2023-02-08T05:21:00.900Z,33.8306667,-116.9966667,11.45,0.43,"6km NW of San Jacinto, CA"
2023-02-08T05:12:37.219Z,58.25,-155.1377,3.1,1.4,"85 km NNW of Karluk, Alaska"
2023-02-08T05:09:15.620Z,39.0546667,-123.379,3.88,0.82,"5km NNW of Boonville, CA"
2023-02-08T05:08:25.446Z,57.9554,-155.5301,12.1,1.4,"77 km WNW of Karluk, Alaska"
2023-02-08T05:08:04.700Z,58.256,-155.1246667,3.79,-0.04,Alaska Peninsula
2023-02-08T05:07:56.650Z,58.24733333,-155.128,2.92,-0.29,"85 km NNW of Karluk, Alaska"
2023-02-08T05:04:29.510Z,38.809,-122.8331667,0.86,1.35,"8km WNW of The Geysers, CA"
2023-02-08T05:04:15.680Z,38.8101654,-122.8353348,1.06,1.19,"8km WNW of The Geysers, CA"
2023-02-08T05:03:35.650Z,58.244,-155.1291667,1.79,-0.51,"85 km NNW of Karluk, Alaska"
2023-02-08T05:02:53.960Z,58.2435,-155.1233333,3.27,0.1,"84 km NNW of Karluk, Alaska"
2023-02-08T05:01:17.100Z,58.24816667,-155.1301667,3.12,-0.41,"85 km NNW of Karluk, Alaska"
2023-02-08T05:01:00.800Z,58.24483333,-155.12,2.45,-0.25,"84 km NNW of Karluk, Alaska"
2023-02-08T05:01:00.181Z,61.6379,-149.9329,28.7,1.2,"6 km W of Houston, Alaska"
2023-02-08T04:56:01.510Z,46.98866667,-121.9796667,15.93,0.97,"11 km SSE of Carbonado, Washington"
2023-02-08T04:53:30.610Z,44.7985,-110.964,9.44,0.64,"18 km E of Hebgen Lake Estates, Montana"
2023-02-08T04:53:08.110Z,44.7986667,-110.9633333,8.42,0.35,"18 km E of Hebgen Lake Estates, Montana"
2023-02-08T04:52:02.006Z,46.4364,152.8927,35,4.6,Kuril Islands
2023-02-08T04:51:05.255Z,61.6362,-149.4934,20,1.9,"3 km WNW of Tanaina, Alaska"
2023-02-08T04:47:55.030Z,35.96,-120.9356667,12.73,0.82,"7km SSW of San Ardo, CA"
2023-02-08T04:40:44.780Z,34.3591667,-116.448,9.32,1.35,"27km N of Yucca Valley, CA"
2023-02-08T04:40:07.160Z,44.7923333,-110.9685,8.56,0.47,"17 km E of Hebgen Lake Estates, Montana"
2023-02-08T04:38:47.409Z,50.6799,-173.0681,12.4,2.7,"186 km SSE of Atka, Alaska"
2023-02-08T04:37:28.411Z,64.5631,-150.2347,16.5,0.8,"52 km SSE of Manley Hot Springs, Alaska"
2023-02-08T04:15:13.586Z,55.1585,-160.9511,52.9,1.8,"34 km SW of Sand Point, Alaska"
2023-02-08T04:13:22.750Z,37.485,-118.7341667,5.23,1.67,"10km SSW of Toms Place, CA"
2023-02-08T04:04:21.744Z,63.1046,-151.4499,7.9,1.1,"50 km SSE of Denali National Park, Alaska"
2023-02-08T04:03:27.806Z,58.1911,-155.3264,7.4,1.3,Alaska Peninsula
2023-02-08T04:01:16.829Z,32.265,49.7516,10,4.3,western Iran
2023-02-08T03:57:52.105Z,52.7004,-169.0412,67.8,2,"29 km SSW of Nikolski, Alaska"
2023-02-08T03:54:09.670Z,19.2341671,-155.3986664,30.37999916,2.12,"9 km ENE of Pāhala, Hawaii"
2023-02-08T03:53:54.371Z,61.3631,-147.0626,10.7,1,"46 km WNW of Valdez, Alaska"
2023-02-08T03:46:52.810Z,19.26049995,-155.4075012,33.88999939,2.44,"9 km NE of Pāhala, Hawaii"
2023-02-08T03:45:59.130Z,58.169,-155.284,0.36,-0.34,"82 km NW of Karluk, Alaska"
2023-02-08T03:45:31.960Z,34.0043333,-117.2421667,11.01,0.93,"5km SSE of Loma Linda, CA"
2023-02-08T03:44:14.060Z,44.7918333,-110.9661667,9.97,2.91,"Yellowstone National Park, Wyoming"
2023-02-08T03:44:07.880Z,44.789,-110.9758333,9.47,1.4,"17 km E of Hebgen Lake Estates, Montana"
2023-02-08T03:38:27.720Z,34.0515,-118.9311667,2.74,1.97,"12km WNW of Malibu, CA"
2023-02-08T03:37:43.360Z,19.20899963,-155.3761597,30.85000038,1.98000002,"10 km E of Pāhala, Hawaii"
2023-02-08T03:36:17.470Z,58.19166667,-155.3128333,2.14,0.29,"86 km NW of Karluk, Alaska"
2023-02-08T03:35:44.650Z,44.8066667,-110.9656667,10.19,2.49,"18 km ENE of Hebgen Lake Estates, Montana"
2023-02-08T03:34:31.415Z,62.5879,-147.7679,34.6,1.4,"71 km WNW of Lake Louise, Alaska"
2023-02-08T03:25:47.120Z,44.799,-110.9631667,8.16,0.54,"18 km E of Hebgen Lake Estates, Montana"
2023-02-08T03:25:23.810Z,44.791,-110.962,8.6,0.29,Wyoming
2023-02-08T03:21:37.230Z,19.26033401,-155.4011688,30.97999954,2.37,"10 km NE of Pāhala, Hawaii"
2023-02-08T03:17:36.607Z,51.7568,-179.2081,88.2,2.4,"177 km W of Adak, Alaska"
2023-02-08T03:13:23.025Z,36.7454,-115.7589,10.1,0.5,"21 km NNW of Indian Springs, Nevada"
2023-02-08T03:09:47.920Z,44.7973333,-110.967,9.96,2.47,"17 km E of Hebgen Lake Estates, Montana"
2023-02-08T03:05:28.910Z,38.847332,-122.81633,1.3,0.88,"8km WNW of Cobb, CA"
2023-02-08T03:02:54.220Z,38.8334999,-122.8050003,1.99,0.87,"7km W of Cobb, CA"
2023-02-08T03:01:02.295Z,37.0315,36.7208,10,4.3,"15 km S of Nurdağı, Turkey"
2023-02-08T02:59:47.840Z,19.18416667,-155.3885,31.62,1.6,"9 km ESE of Pāhala, Hawaii"
2023-02-08T02:52:14.143Z,61.8686,-150.7019,53.8,1.3,"37 km WNW of Willow, Alaska"
2023-02-08T02:50:40.260Z,47.81533333,-119.1151667,0.58,0.66,"13 km N of Hartline, Washington"
2023-02-08T02:44:29.749Z,53.2778,-161.9786,28.1,2.6,south of Alaska
2023-02-08T02:44:12.408Z,30.3499,138.3154,436.037,4,"Izu Islands, Japan region"
2023-02-08T02:38:34.466Z,61.2132,-149.5706,27.5,1.3,"5 km SSE of Elmendorf Air Force Base, Alaska"
2023-02-08T02:38:34.270Z,56.90783333,-158.038,2.13,0.7,Alaska Peninsula
2023-02-08T02:33:20.270Z,44.7945,-110.963,8.62,1.35,"18 km E of Hebgen Lake Estates, Montana"
2023-02-08T02:33:07.270Z,44.795,-110.9576667,6.03,-0.12,"18 km E of Hebgen Lake Estates, Montana"
2023-02-08T02:32:37.840Z,44.791,-110.9628333,8.7,0.77,"18 km NE of West Yellowstone, Montana"
2023-02-08T02:32:20.320Z,44.793,-110.9653333,9.45,2.46,"18 km E of Hebgen Lake Estates, Montana"
2023-02-08T02:25:12.711Z,37.8719,38.1216,10,4.3,"18 km NW of Adıyaman, Turkey"
2023-02-08T02:24:16.693Z,15.227,-94.7031,35,4.6,"111 km S of San Francisco del Mar Viejo, Mexico"
2023-02-08T02:22:24.641Z,56.527,-157.8056,74.2,2.5,"45 km NE of Chignik, Alaska"
2023-02-08T02:16:22.633Z,31.60917136,-103.9630189,7.455529785,2.6,"36 km WSW of Mentone, Texas"
2023-02-08T02:12:32.830Z,34.4945,-118.3536667,7.63,0.82,"3km W of Agua Dulce, CA"
2023-02-08T02:10:06.195Z,40.1245,-119.7476,15.5,0.9,"23 km NNW of Sutcliffe, Nevada"
2023-02-08T02:08:21.920Z,37.6266667,-118.8315,2.59,0.13,"13km E of Mammoth Lakes, CA"
2023-02-08T02:07:32.260Z,38.8348333,-122.8168333,1.73,0.48,"8km W of Cobb, CA"
2023-02-08T02:06:55.822Z,66.339,-154.6024,7.8,2.6,"35 km NNW of Hughes, Alaska"
2023-02-08T02:05:13.040Z,19.24833298,-155.4091644,31.79999924,1.71000004,"8 km NE of Pāhala, Hawaii"
2023-02-08T01:56:12.053Z,62.5152,-151.284,8.9,1.5,"26 km W of Petersville, Alaska"
2023-02-08T01:54:56.698Z,38.1713,-115.7249,0,1.6,"58 km N of Rachel, Nevada"
2023-02-08T01:52:36.170Z,41.98633333,-121.7476667,-1.42,2.14,"12 km WSW of Merrill, Oregon"
2023-02-08T01:48:26.480Z,51.85333333,-177.9111667,8.61,0.94,"88 km W of Adak, Alaska"
2023-02-08T01:46:45.200Z,32.43255615,-102.117116,10.8334554,2,"36 km SSW of Los Ybanez, Texas"
2023-02-08T01:43:24.710Z,38.8271667,-122.804,6.3,-0.03,"7km NW of The Geysers, CA"
2023-02-08T01:43:08.890Z,38.8155,-122.782,1.62,0.26,"5km NNW of The Geysers, CA"
2023-02-08T01:41:57.440Z,36.1373333,-120.2528333,9.84,1.44,"10km E of Coalinga, CA"
2023-02-08T01:40:59.180Z,61.5729,-149.7321,39.2,1.1,"7 km SE of Houston, Alaska"
2023-02-08T01:38:15.316Z,62.0057,-150.8583,67.4,1.3,"28 km E of Skwentna, Alaska"
2023-02-08T01:37:43.119Z,37.2045,-114.6938,0,1.3,"45 km ESE of Alamo, Nevada"
2023-02-08T01:29:26.120Z,38.7883339,-122.7334976,5.59,0.36,"2km ENE of The Geysers, CA"
2023-02-08T01:28:28.004Z,32.52044678,-101.1803306,6.822875977,2,"24 km NW of Westbrook, Texas"
2023-02-08T01:23:39.820Z,44.7911667,-110.96,7.05,0.71,Wyoming
2023-02-08T01:21:26.670Z,33.2115,-116.0611667,9.65,2.04,"10km NE of Ocotillo Wells, CA"
2023-02-08T01:13:13.710Z,58.18866667,-155.3125,2.38,0.36,"85 km NW of Karluk, Alaska"
2023-02-08T01:09:09.650Z,56.8765,-158.2083333,3.92,0.74,"26 km ESE of Port Heiden, Alaska"
2023-02-08T01:08:25.840Z,42.6173333,-110.9721667,6.83,1.73,"4 km W of Smoot, Wyoming"
2023-02-08T01:02:56.770Z,56.904,-158.0086667,-2.03,0.96,"38 km E of Port Heiden, Alaska"
2023-02-08T01:00:24.961Z,51.3978,-176.1548,22.4,1.6,"62 km SSE of Adak, Alaska"
2023-02-08T00:53:43.396Z,63.3451,-145.4602,7.5,1.4,"29 km NNE of Paxson, Alaska"
2023-02-08T00:52:26.710Z,38.833168,-122.8065033,2.23,0.74,"7km W of Cobb, CA"
2023-02-08T00:51:58.250Z,34.7023333,-117.9595,11.02,0.65,"16km NW of Lake Los Angeles, CA"
2023-02-08T00:51:52.850Z,44.17333333,-122.2733333,-1.47,1.07,"29 km SSE of Cascadia, Oregon"
2023-02-08T00:51:33.791Z,63.3371,-145.387,9.4,1.4,"29 km NNE of Paxson, Alaska"
2023-02-08T00:49:56.740Z,42.622,-110.9708333,-3.38,1.43,"4 km W of Smoot, Wyoming"
2023-02-08T00:48:07.761Z,64.9821,-147.3664,0,1.3,"12 km ENE of Fox, Alaska"
2023-02-08T00:37:57.620Z,60.7779,-150.9263,60.4,1.4,"20 km SW of Point Possession, Alaska"
2023-02-08T00:28:58.720Z,35.0391667,-117.6665,-0.79,1.69,"5km NNW of Boron, CA"
2023-02-08T00:28:33.160Z,51.849,-177.8288333,4.18,0.57,"82 km W of Adak, Alaska"
2023-02-08T00:25:47.140Z,18.59566667,-68.38333333,48.16,2.98,"2 km NE of Punta Cana, Dominican Republic"
2023-02-08T00:21:29.900Z,38.7846667,-122.7495,23.42,0.97,"1km NE of The Geysers, CA"
2023-02-08T00:18:06.010Z,38.7465,-122.7398333,1.57,0.33,"4km SSE of The Geysers, CA"
2023-02-08T00:18:00.530Z,38.815834,-122.8264999,2.2,0.75,"7km NW of The Geysers, CA"
2023-02-08T00:17:46.780Z,33.8105,-116.9753333,14.25,0.7,"3km NNW of San Jacinto, CA"
2023-02-08T00:14:08.097Z,38.7101,-119.5625,12.4,1.6,"2 km NW of Topaz Lake, Nevada"
2023-02-08T00:11:56.157Z,38.1268,37.2542,17.189,4,"9 km NE of Ekinözü, Turkey"
2023-02-08T00:06:29.140Z,38.8364983,-122.7903366,1.77,0.59,"6km WNW of Cobb, CA"
2023-02-08T00:05:57.504Z,62.9134,-148.1151,60.1,1.2,"67 km SE of Cantwell, Alaska"
2023-02-08T00:03:01.220Z,38.8123322,-122.8386688,0.8,0.26,"8km WNW of The Geysers, CA"
2023-02-07T23:55:18.700Z,38.8113327,-122.8381653,0.78,0.43,"8km WNW of The Geysers, CA"
2023-02-07T23:54:53.606Z,51.5235,-176.5859,38.4,1.6,"39 km S of Adak, Alaska"
2023-02-07T23:54:32.270Z,33.515,-116.4491667,8.19,0.51,"21km SW of La Quinta, CA"
2023-02-07T23:53:10.254Z,61.6544,-146.508,28.9,1.1,"40 km SSE of Nelchina, Alaska"
2023-02-07T23:41:36.754Z,52.9802,-167.1458,41.1,2.1,"107 km SSW of Unalaska, Alaska"
2023-02-07T23:40:31.268Z,60.9475,-152.3564,110,1.8,"64 km WNW of Nikiski, Alaska"
2023-02-07T23:37:00.220Z,58.18733333,-155.3161667,1.1,-0.19,"85 km NW of Karluk, Alaska"
2023-02-07T23:35:58.463Z,62.9942,-150.0857,80.9,1.3,"60 km N of Chase, Alaska"
2023-02-07T23:27:05.910Z,44.7963333,-110.9698333,8.7,0.4,Wyoming
2023-02-07T23:26:18.550Z,33.8205,-116.9863333,13.92,0.7,"5km NNW of San Jacinto, CA"
2023-02-07T23:22:46.785Z,59.1554,-153.1739,75.5,1.9,"74 km WSW of Nanwalek, Alaska"
2023-02-07T23:20:38.370Z,38.8318329,-122.8026657,0.88,0.94,"7km W of Cobb, CA"
2023-02-07T23:16:23.712Z,51.9408,179.5605,2.7,2,"261 km W of Adak, Alaska"
2023-02-07T23:15:48.500Z,38.8336678,-122.8171692,1.85,1.1,"8km NW of The Geysers, CA"
2023-02-07T23:13:06.408Z,55.8438,-158.5772,6.4,1.9,"36 km ESE of Perryville, Alaska"
2023-02-07T23:13:01.426Z,35.9449,35.9074,10,4.5,"14 km WNW of Yayladağı, Turkey"
2023-02-07T23:12:54.122Z,-24.2776,-67.115,186.892,4.7,"81 km W of San Antonio de los Cobres, Argentina"
2023-02-07T23:12:12.340Z,37.1138333,-121.5085,7.66,0.87,"10km ENE of San Martin, CA"
2023-02-07T23:09:59.790Z,19.6438,-65.7015,27,3.65,"135 km N of Suárez, Puerto Rico"
2023-02-07T23:09:49.840Z,35.6966667,-117.5191667,10.89,0.33,"13km SW of Searles Valley, CA"
2023-02-07T23:07:50.490Z,58.40233333,-154.5296667,0.99,0.16,"92 km N of Karluk, Alaska"
2023-02-07T23:06:34.464Z,63.2513,-151.1563,2.9,1.1,"42 km SE of Denali National Park, Alaska"
2023-02-07T22:58:12.060Z,51.85166667,-177.8426667,2.66,0.05,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-07T22:51:52.501Z,31.60975045,-103.961542,7.622631836,2.1,western Texas
2023-02-07T22:51:12.500Z,17.92216667,-66.664,31.69,2.53,"9 km SE of Tallaboa, Puerto Rico"
2023-02-07T22:50:20.774Z,62.3238,-148.2363,35.8,1.4,"59 km NNE of Chickaloon, Alaska"
2023-02-07T22:49:38.294Z,58.1652,-155.3923,1,0.8,"86 km NW of Karluk, Alaska"
2023-02-07T22:45:27.921Z,38.0992,36.5507,6.069,4.2,"9 km NNE of Göksun, Turkey"
2023-02-07T22:35:08.958Z,53.1276,-167.4367,58.5,1.7,"97 km ENE of Nikolski, Alaska"
2023-02-07T22:29:27.645Z,61.5058,-140.6628,1.5,1,"120 km E of McCarthy, Alaska"
2023-02-07T22:17:50.731Z,63.2604,-151.1373,11.1,1.1,Central Alaska
2023-02-07T22:15:36.580Z,49.33366667,-120.4805,-0.51,1.8,"14 km S of Princeton, Canada"
2023-02-07T22:13:53.101Z,58.8588,-150.2177,41.5,1.8,"100 km SE of Halibut Cove, Alaska"
2023-02-07T22:13:23.980Z,38.8400002,-122.8233337,2.17,0.71,"9km WNW of Cobb, CA"
2023-02-07T22:07:54.879Z,38.0663,36.5541,12.635,4.2,central Turkey
2023-02-07T22:02:08.070Z,42.37883333,-122.8156667,-1.49,1.7,"7 km SSE of White City, Oregon"
2023-02-07T21:58:54.224Z,37.4201,36.9564,12.635,4.1,"18 km S of Kahramanmaraş, Turkey"
2023-02-07T21:51:23.350Z,38.7741661,-122.7360001,2.33,1.11,"2km E of The Geysers, CA"
2023-02-07T21:50:45.070Z,38.7761667,-122.716,1.95,0.42,"2km W of Anderson Springs, CA"
2023-02-07T21:50:05.030Z,38.788166,-122.7289963,0.92,0.78,"3km ENE of The Geysers, CA"
2023-02-07T21:43:53.720Z,33.4021667,-116.382,3.32,1.28,"16km N of Borrego Springs, CA"
2023-02-07T21:42:24.824Z,31.60733553,-103.962204,9.229382324,2,"36 km WSW of Mentone, Texas"
2023-02-07T21:42:19.270Z,44.7933333,-110.9605,8.06,0.58,"Yellowstone National Park, Wyoming"
2023-02-07T21:37:55.093Z,59.7037,-151.6922,59.4,1.4,"8 km WNW of Diamond Ridge, Alaska"
2023-02-07T21:32:40.611Z,31.65420871,-104.3008023,6.851391602,2.1,"58 km S of Whites City, New Mexico"
2023-02-07T21:31:36.127Z,7.1614,-76.9892,23.642,5,"27 km NW of Murindó, Colombia"
2023-02-07T21:30:17.344Z,-10.6644,164.9618,51.214,5.3,"91 km W of Lata, Solomon Islands"
2023-02-07T21:28:52.539Z,34.49316667,-97.273,0,1.91,"12 km SE of Katie, Oklahoma"
2023-02-07T21:28:28.763Z,-22.0314,170.7608,35,4.4,southeast of the Loyalty Islands
2023-02-07T21:26:10.882Z,53.0563,-166.7507,53.1,2,"Fox Islands, Aleutian Islands, Alaska"
2023-02-07T21:25:34.731Z,32.75482178,-100.6508432,8.241251628,2.2,"16 km NE of Hermleigh, Texas"
2023-02-07T21:21:25.795Z,37.924,37.5023,3.744,5,"6 km SE of Nurhak, Turkey"
2023-02-07T21:16:59.109Z,51.1383,-173.656,20.3,2.3,"123 km SSE of Atka, Alaska"
2023-02-07T21:16:53.624Z,61.2647,-147.7435,0,1.1,"60 km S of Glacier View, Alaska"
2023-02-07T21:16:06.392Z,-16.8113,-173.3557,82.212,4.8,Tonga
2023-02-07T21:15:34.320Z,56.8525,-158.2175,-0.02,0.98,"27 km ESE of Port Heiden, Alaska"
2023-02-07T21:14:28.432Z,32.0866,35.2415,10,4.1,"1 km W of As Sāwiyah, Palestinian Territory"
2023-02-07T21:14:19.752Z,58.913,-152.6111,55.3,1.9,"63 km SW of Nanwalek, Alaska"
2023-02-07T21:11:27.260Z,44.7895,-110.9688333,8.3,1.47,Wyoming
2023-02-07T21:11:25.969Z,54.3698,-159.8977,16,2.6,"114 km SSE of Sand Point, Alaska"
2023-02-07T21:10:57.980Z,33.8798333,-117.4921667,-0.48,0.88,"3km E of Home Gardens, CA"
2023-02-07T21:06:54.984Z,61.5083,-140.7432,4.3,0.9,"116 km E of McCarthy, Alaska"
2023-02-07T21:04:21.110Z,33.3493333,-116.3885,8.15,0.79,"10km N of Borrego Springs, CA"
2023-02-07T21:02:45.378Z,61.5164,-140.7494,4.9,1.2,"116 km E of McCarthy, Alaska"
2023-02-07T21:00:14.910Z,18.89233333,-66.63766667,36.78,3.27,"47 km N of Arecibo, Puerto Rico"
2023-02-07T20:59:51.685Z,31.62654991,-104.1370163,6.080151367,2.4,"47 km NW of Toyah, Texas"
2023-02-07T20:52:43.300Z,37.6276667,-118.8318333,2.73,0.82,"13km E of Mammoth Lakes, CA"
2023-02-07T20:49:42.850Z,51.8565,-177.9548333,6.03,-0.04,"91 km W of Adak, Alaska"
2023-02-07T20:39:45.750Z,37.627,-118.8298333,2.08,0.39,"13km E of Mammoth Lakes, CA"
2023-02-07T20:37:38.680Z,19.25849915,-155.3781738,29.47999954,1.82000005,"12 km ENE of Pāhala, Hawaii"
2023-02-07T20:36:40.070Z,33.6636667,-116.7658333,11.69,1.1,"10km SSW of Idyllwild, CA"
2023-02-07T20:36:37.860Z,33.664,-116.765,12.12,1.07,"10km SSW of Idyllwild, CA"
2023-02-07T20:36:37.120Z,37.6246667,-118.8318333,3.28,2.73,"13km E of Mammoth Lakes, CA"
2023-02-07T20:36:35.911Z,53.7416,-164.3517,24.2,2.1,"103 km ESE of Akutan, Alaska"
2023-02-07T20:31:28.750Z,62.5554,-149.6679,7.4,1.2,"25 km ENE of Chase, Alaska"
2023-02-07T20:29:17.240Z,38.7963333,-122.7633362,0.57,1.05,"2km NNW of The Geysers, CA"
2023-02-07T20:28:00.450Z,38.8128319,-122.8261642,1.9,0.94,"7km WNW of The Geysers, CA"
2023-02-07T20:27:54.658Z,51.7411,-179.141,16.163,2.6,"173 km W of Adak, Alaska"
2023-02-07T20:25:25.510Z,32.5451667,-117.04,-0.34,1.49,"1km SSE of San Ysidro, CA"
2023-02-07T20:25:16.730Z,52.6491,-165.2176,5.4,2.3,"162 km SSE of Unalaska, Alaska"
2023-02-07T20:23:39.860Z,44.7981667,-110.9743333,8.98,0.87,"17 km E of Hebgen Lake Estates, Montana"
2023-02-07T20:15:28.242Z,56.9017,-157.9962,0.2,2,Alaska Peninsula
2023-02-07T20:14:26.776Z,60.7064,-151.8929,99.4,1.6,"32 km WNW of Salamatof, Alaska"
2023-02-07T20:10:29.830Z,33.4921667,-116.479,14.45,0.68,"19km ESE of Anza, CA"
2023-02-07T20:09:47.240Z,35.5001667,-118.398,7.14,1.56,"13km SE of Bodfish, CA"
2023-02-07T20:04:31.117Z,62.2332,-151.2636,76.3,1.5,"27 km NNE of Skwentna, Alaska"
2023-02-07T20:02:44.275Z,60.0336,-152.539,88.6,1.6,"46 km WNW of Happy Valley, Alaska"
